sentence_id	source	text
175	[TopCV] Full Stack - Công ty Cổ phần JVB Việt Nam	Kỹ năng giải quyết vấn đề tốt và có khả năng dẫn dắt nhóm kỹ thuật;
176	[TopCV] Full Stack - Công ty Cổ phần JVB Việt Nam	Có kỹ năng giao tiếp bằng tiếng Anh một lợi thế.
177	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Tham gia phân tích, thiết kế, phát triển và bảo trì các ứng dụng web Full-stack sử dụng Java Spring Boot và Angular (v12+).
178	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Phát triển các hệ thống end-to-end, bao gồm Backend, RESTful API và giao diện người dùng hiện đại, responsive.
179	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Thiết kế và phát triển các dịch vụ theo kiến trúc Microservices, đảm bảo khả năng mở rộng, ổn định và dễ bảo trì.
180	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Xây dựng, tích hợp và kiểm thử các API phục vụ kết nối giữa các hệ thống nội bộ và hệ thống bên thứ ba.
181	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Tham gia tích hợp với các hệ thống doanh nghiệp, nền tảng messaging và các dịch vụ bên ngoài.
182	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Phối hợp với BA, QA/Testers, DevOps và các thành viên dự án để đảm bảo chất lượng và tiến độ triển khai.
183	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Tham gia xử lý các vấn đề về hiệu năng, bảo mật, tính ổn định và khả năng mở rộng của hệ thống.
184	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Thực hiện code review, viết tài liệu kỹ thuật và tuân thủ các tiêu chuẩn phát triển phần mềm của dự án.
185	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm dày dạn về phát triển full-stack sử dụng Java (Spring Boot) và Angular (v12+).
186	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm thực tế trong việc thiết kế, phát triển và bảo trì các ứng dụng toàn diện (end-to-end), bao gồm RESTful API và giao diện người dùng (UI) hiện đại trên nền tảng web.
187	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Am hiểu sâu sắc về kiến ​​trúc microservices, các tiêu chuẩn thiết kế API và các mô hình tích hợp.
188	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm làm việc với OpenAPI/Swagger và các công cụ kiểm thử API như Postman, cURL, HTTPie.
189	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Thành thạo TypeScript, RxJS và kỹ năng xây dựng giao diện (UI) có khả năng thích ứng (responsive) và mở rộng (scalable) bằng Angular cùng các thư viện frontend hiện đại (Angular Material, Ant Design, v.v.).
190	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm tích hợp với các hệ thống bên thứ ba, dịch vụ doanh nghiệp và nền tảng nhắn tin/truyền tải thông điệp (Kafka, RabbitMQ, v.v.).
191	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kiến ​​thức về cơ sở dữ liệu và công nghệ caching như Oracle, MongoDB, Redis.
192	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Am hiểu vững chắc về các quy tắc lập trình an toàn (secure coding), xác thực & phân quyền (OAuth2, JWT) và tối ưu hóa hiệu năng ứng dụng.
193	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm làm việc với Git, quy trình CI/CD, Docker và Kubernetes là một lợi thế.
194	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Có kinh nghiệm về kiến ​​trúc Micro Frontend là một lợi thế lớn.
195	[TopCV] DEV Full-Stack - Công Ty Cổ Phần GoGroup	Ưu tiên ứng viên có kinh nghiệm trong lĩnh vực ngân hàng, fintech hoặc các hệ thống xử lý giao dịch khối lượng lớn.
196	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Develop applications for the Shopify e-commerce platform.
197	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Participate in the development of web applications using ReactJS and server-side applications on the Node.js platform.
198	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Design, build, and maintain efficient RESTful APIs and integrate them with third-party services and frontend applications.
199	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Maintain and optimize code, and resolve bugs identified during the development process to ensure system stability and security.
200	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Research and implement new technologies to enhance product quality and performance.
201	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Collaborate with product teams to define, design, and ship new features.
202	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Write clean, readable, and well-documented code following team standards.
203	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Research and apply new tools or technologies to improve development efficiency.
204	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Use AI tools such as ChatGPT, Claude, Cursor, or GitHub Copilot to support coding, debugging, documentation, and daily workflow.
205	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Must-have: At least 1 year of professional experience in Fullstack development using Node.js and ReactJS.
206	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Knowledge:
207	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Solid foundation in JavaScript/TypeScript, HTML5, and CSS3.
208	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Good baseline knowledge of Node.js and ReactJS (familiarity with NestJS is a strong plus).
209	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Basic understanding of relational/non-relational databases and synchronous vs. asynchronous programming concepts.
210	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Familiarity with leveraging AI tools (e.g., ChatGPT, Claude) to improve daily coding efficiency and quality.
211	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Skills:
212	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Strong core coding skills with a focus on writing clean, readable, and well-documented code.
213	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Ability to conduct effective self-testing (Unit testing) to minimize bugs before QA handover.
214	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Good logical thinking, problem-solving capabilities, and a collaborative teamwork mindset.
215	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Strong self-learning capability to quickly adapt to new tools and frameworks.
216	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Language:
217	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Basic to intermediate English reading and writing skills, especially for technical documentation, API references, and project specifications.
218	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Characteristics:
219	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Open mindset, highly enthusiastic about learning and exploring emerging technologies.
220	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Proactive, accountable, and receptive to constructive feedback from senior team members.
221	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Nice-to-have
222	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Experience with Shopify app development, Shopify themes, Liquid template language, and Shopify APIs.
223	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Experience with GraphQL API (both client and server-side).
224	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Understanding of State Management libraries: Redux Toolkit, or Context API.
225	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Knowledge of API Security (JWT, OAuth) and performance optimization.
226	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	A good eye for UI/UX design and product usability.
227	[TopCV] Junior Fullstack Developer - XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED	Basic communication and technical reading/writing skills in English.
228	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	As a Data Engineer, you will be a key driver in designing, scaling, and operating the data backbone across our entire Mobile Apps & Games ecosystem. You will be responsible for transforming tens of millions of raw event logs (in-app events, MMP tracking, ad network revenues) into robust Data Warehouse models, high-performance feature pipelines for ML/AI models (LTV forecasting, anomaly detection), and internal self-service analytics platforms for Product & Growth Squads.
229	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	JOB DESCRIPTION:
230	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Build and operate end-to-end ELT/ETL data pipelines (batch & near-realtime) to ingest data from MMPs (Adjust, Qonversion), Ad Networks (Google Ads, AdMob, AppLovin, Mintegral, Apple Search Ads,...), and in-app event tracking into the Data Warehouse.
231	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Design schema architectures (Star/Snowflake), optimize complex analytical queries, partitioning, clustering, and storage costs on Google BigQuery and modern columnar databases.
232	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Build, scale, and maintain workflow orchestrations using Apache Airflow, Celery, Redis, and Docker on Cloud environments (GCP/Compute Engine).
233	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Develop custom Model Context Protocol (MCP) servers, agent tools, and data APIs to connect LLMs and AI IDEs directly with data warehouses, documentation vaults, and internal systems.
234	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Construct reliable feature stores and datasets for Machine Learning/AI initiatives (LTV forecasting, payback modeling, anomaly detection) and assist in model serving pipelines.
235	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Implement data observability, automated monitoring, and data quality checks; develop internal data tools and self-service dashboards using Streamlit and Metabase/Looker Studio.
236	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Establish engineering best practices, data modeling standards, and comprehensive documentation (Data Dictionaries, Architecture Blueprints).
237	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	REQUIREMENTS:
238	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	3+ years of hands-on data engineering experience building and maintaining production data pipelines.
239	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Strong proficiency in Python for high-performance data processing and advanced SQL (performance tuning, window functions, complex transformations).
240	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Solid experience with Google BigQuery (or modern columnar stores like ClickHouse, Snowflake, Redshift), including query optimization and cost management.
241	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Practical experience with Apache Airflow, Celery/Redis, Docker/containerization, CI/CD workflows, and Cloud platforms (GCP preferred).
242	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	AI-First & Vibe Coding Mindset: Daily hands-on experience using AI coding assistants and AI IDEs (Cursor, Claude Code, Antigravity, etc.) to rapidly prototype, build, and ship production-grade code at high velocity.
243	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Hands-on experience or strong interest in building/integrating MCP (Model Context Protocol) servers, custom tools, and AI workflows for data engineering tasks.
244	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Strong ownership, problem-solving abilities, clear communication, and effective collaboration with Product Owners, Data Analysts, and Leadership.
245	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Nice to have:
246	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Domain knowledge in Mobile Apps, Games, or Digital Advertising / AdTech (MMP attribution, Ad Network APIs, eCPM, ROAS, LTV).
247	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Experience building internal web tools or BI applications using Streamlit.
248	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Familiarity with ML lifecycles, BigQuery ML, or LLM serving infrastructure and token monitoring.
249	[TopCV] Data Engineer (Mobile App & AdTech / Data Platform) - CÔNG TY TNHH MAPLE LABS	Experience with workflow automation APIs (Google Apps Script, Slack webhooks, third-party integrations).
250	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Thực hiện quy hoạch và phát triển các ứng dụng Mobile Ngân hàng số
251	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Phối hợp với các team UI/UX, BA, Backend,...để triển khai và đảm bảo yêu cầu về chất lượng, tiến độ của các dự án.
252	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Thực hiện tối ưu hóa, cải tiến kiến trúc và mở rộng hệ thống.
253	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Từ 2 năm kinh nghiệm làm thực tế về phát triển apps cho Mobile IOS (Swift)
254	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Có kinh nghiệm về REST API, WebSocket, GraphQL.Có khả năng sử dụng các công cụ hỗ trợ như GitLab.
255	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Có khả năng sử dụng thư viện CocoaPods.
256	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Có kinh nghiệm với Firebase, Chart.
257	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Có kinh nghiệm về các mô hình MVC hoặc MVVM.
258	[TopCV] IOS Developer - Công ty cổ phần phần mềm ITSOL Holdings	Có kinh nghiệm tham gia các dự án theo mô hình Agile, Scrum.
259	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Design, develop, and maintain high-quality mobile applications for iOS and Android platforms.
260	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Analyze business requirements and technical specifications and propose appropriate implementation solutions.
261	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Understand, analyze, and enhance existing application architecture and legacy source code.
262	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Define mobile application architecture and propose scalable, maintainable solutions aligned with business requirements.
263	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Conduct source code reviews, ensure coding standards compliance, and promote engineering best practices.
264	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Review technical designs, identify technical risks, and provide improvement recommendations.
265	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Analyze and resolve complex technical issues related to performance, security, scalability, and maintainability.
266	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Participate in technical discussions, architecture design, effort estimation, and risk assessment.
267	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Collaborate closely with project teams, customers, and stakeholders to deliver high-quality solutions.
268	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Provide technical guidance and mentoring to team members.
269	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Contribute to continuous improvement activities, including development processes, code quality, and engineering practices.
270	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Perform other tasks assigned by the PM/SM.
271	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Bachelor’s degree in Computer Science, Information Technology, or a related field.
272	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	At least 5 years of experience in mobile application development, with strong expertise in iOS (Swift) and/or Android (Java/Kotlin).
273	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Strong knowledge of Mobile Architecture, Clean Architecture, SOLID Principles, and Design Patterns.
274	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Experience in source code review, design review, refactoring, and performance optimization.
275	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Ability to understand existing systems, analyze requirements, and propose technical solutions.
276	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Experience working on Japanese software development projects.
277	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Experience mentoring team members and participating in technical discussions.
278	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Familiarity with CI/CD, build automation, and cloud platforms (AWS, Azure, or GCP).
279	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Experience with Frontend technologies, Flutter, or React Native is a plus.
280	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Japanese language proficiency (N4 or above) is an advantage.
281	[ITviec] Senior Mobile Developer (Native iOS & Android) - NEC Vietnam	Good communication, problem-solving, and teamwork skills.
282	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	Lập trình viên Flutter – Phát triển ứng dụng Mobile quản lý trường đại học
283	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	1. Tham gia phân tích, thiết kế và phát triển ứng dụng Mobile phục vụ hệ thống quản lý đào tạo và quản lý trường đại học trên nền tảng Android và iOS.
284	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	2. Phát triển các chức năng nghiệp vụ như: quản lý sinh viên, đào tạo, thời khóa biểu, điểm, học phí, thông báo và các dịch vụ dành cho sinh viên, giảng viên, cán bộ quản lý, ....
285	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	3. Xây dựng giao diện Mobile hiện đại, responsive, tối ưu trải nghiệm người dùng.
286	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	4. Tích hợp ứng dụng với hệ thống Backend thông qua RESTful API.
287	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	5. Phối hợp với đội ngũ Backend, Database, QA và nghiệp vụ để triển khai, kiểm thử và hoàn thiện sản phẩm.
288	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	6. Thực hiện đóng gói, phát hành và cập nhật ứng dụng trên Google Play Store và Apple App Store
289	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	+A. Flutter & Dart
290	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	Ứng viên cần:
291	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Thành thạo ngôn ngữ Dart
292	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm phát triển ứng dụng bằng Flutter
293	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Hiểu và sử dụng tốt: Widget, StatelessWidget, StatefulWidget, Widget Lifecycle, BuildContext, Future, async/await, Stream, Null Safety, Extension, Exception Handling.
294	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có khả năng xây dựng UI responsive cho nhiều kích thước màn hình
295	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Thành thạo Form, Validation, Navigation, Animation cơ bản và Theme.
296	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	+B. Quản lý trạng thái
297	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm thực tế với ít nhất một giải pháp: Bloc/Cubit, Provider, Riverpod hoặc GetX
298	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	REST API & Backend Integration
299	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Thành thạo RESTful API, HTTP/HTTPS và JSON serialization/deserialization.
300	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	-  Xử lý tốt request bất đồng bộ, timeout, exception và lỗi API.
301	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm với Dio hoặc http, Interceptor, Authentication.
302	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Hiểu và triển khai Bearer Token, Access Token/Refresh Token.
303	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm upload/download file và xử lý dữ liệu từ API.
304	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	C. Đóng gói & phát hành ứng dụng
305	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm build, ký ứng dụng và phát hành thực tế lên Google Play Store và Apple App Store.
306	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Biết quản lý version, signing/certificate, release và cập nhật ứng dụng.
307	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	+D. Có kinh nghiệm upcode lên Apple store và CH Play
308	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	* Ưu tiên:
309	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Đã từng phát triển ứng dụng trong lĩnh vực giáo dục, quản lý đào tạo hoặc quản lý trường đại học.
310	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có kinh nghiệm làm việc với hệ thống Backend .NET/Web API và SQL Server là lợi thế.
311	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có tư duy về kiến trúc phần mềm, khả năng tối ưu hiệu năng và bảo mật ứng dụng Mobile.
312	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	- Có tinh thần trách nhiệm, chủ động học hỏi và phối hợp tốt với đội ngũ phát triển.
313	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	2. Yêu cầu ứng viên
314	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	• Tốt nghiệp Đại học chuyên ngành: CNTT, Khoa học máy tính, Hệ thống thông tin hoặc tương đương.
315	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	• Làm việc kỷ luật, đúng quy trình, có trách nhiệm với sản phẩm phần mềm, chủ động nghiên cứu công nghệ mới.
316	[ITviec] Middle Flutter Developer – Mobile App - Nam Viet JSC	• Tinh thần bảo mật dữ liệu và tuân thủ quy định hệ thống.
317	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	1. Own assigned features end to end — design, implementation, test, release, and behaviour in production.
318	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	2. Build to the security bar a financial application requires: secure storage, authentication, session handling, and data handling that survives internal security review and data residency obligations.
319	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	3. Translate product and design requirements into technical solutions, working directly with product owners, designers, and backend engineers rather than through a spec handoff.
320	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	4. Set and raise architectural and engineering standards for mobile, through code review, pairing, and technical guidance. Onboard new engineers and support their growth.
321	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	5. Define the AI-assisted development workflow for mobile — the conventions, tooling, and quality gates — working alongside our framework team.
322	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	6. Diagnose and resolve production issues, including performance, memory, crash, and release-related problems.
323	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	7. Participate in technical interviews as the engineering organisation scales.
324	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	1. 5+ years building mobile applications, with at least one production app owned through multiple release cycles. The role requires setting architectural standards, debugging production incidents, coaching engineers, and supporting hiring — depth below this bar will not carry it.
325	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	2. Strong native proficiency in one platform:
326	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Android: Kotlin — Compose, Coroutines
327	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- iOS: Swift — SwiftUI, Structured Concurrency
328	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	3. Practical experience with MVVM or equivalent, asynchronous programming, and REST API integration.
329	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	4. Familiarity with regulated-environment features: secure storage, biometric authentication, certificate pinning, root/jailbreak detection, obfuscation, and data residency requirements.
330	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	5. Unit and UI testing as a working habit, not an afterthought. Familiarity with app store submission and review for financial applications.
331	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	6. Git and collaborative branching workflows; comfortable working within a CI/CD pipeline.
332	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	7. Track record of mentoring less-experienced engineers and giving constructive code review.
333	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	8. Working English. Chinese is a plus for cross-region collaboration.
334	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	9. Degree in Computer Science or equivalent practical experience.
335	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Practical Clean Architecture experience.
336	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Production on-call or incident response experience (significant plus).
337	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Scrum experience.
338	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Cross-platform exposure (Flutter / React Native).
339	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Performance profiling depth.
340	[ITviec] Senior Mobile Engineer (iOS, Android) - TPIsoftware Co., Ltd	- Prior fintech or banking delivery.
341	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Xây dựng kế hoạch kiểm thử hệ thống (System Test Plan).
342	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Thiết kế và thực hiện Test Case/Test Scenario dựa trên tài liệu yêu cầu nghiệp vụ và thiết kế hệ thống.
343	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Kiểm thử chức năng (Functional Testing) cho toàn bộ hệ thống.
344	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Kiểm thử luồng nghiệp vụ end-to-end.
345	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Kiểm thử tích hợp giữa các phân hệ và hệ thống liên quan.
346	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Kiểm thử giao diện người dùng, phân quyền và xử lý dữ liệu.
347	[TopCV] Tester /QA Engineer - Công ty TNHH Smartbooks	- Thực hiện kiểm thử hồi quy (Regression Testing) khi có thay đổi/chỉnh sửa hệ thống.
